"Gene","DPI3.lfc","DPI3.padj","DPI4.lfc","DPI4.padj","DPI5.lfc","DPI5.padj"
"ABCE1",-0.0568566196401974,0.836870713269313,0.00261519350316692,0.992529870916258,-0.125634480345667,0.611998878546344
"ABCF1",0.0749433244642143,0.801211144661363,0.10498984813113,0.670857172464746,0.218277850450724,0.377622911455849
"ABCF2",0.0414443496067648,0.85946161217431,0.0649674455186114,0.774923732293967,0.020435034573196,0.93228142955478
"ABCF3",0.181981872106898,0.289282017614856,0.11939387158876,0.530947447182032,0.274842359709063,0.086336884254592
"ABCG1",0.127282829932011,0.615296735753633,0.104618754520707,0.679659458832956,0.0586315594087417,0.828567807892263
"ABCG4",-0.0538229578012722,0.844039839465706,-0.00612792401565438,0.982960029555209,0.0459003910423278,0.866659820909813
"ABCG5",0.0310495119226298,0.860866028478313,0.134435100797132,0.289379890017938,0.190810094503487,0.238957213815572
"ABHD10",0.109583312039819,0.635778246762912,-0.00780296531495602,0.979446741831788,0.0705549366638338,0.768324320953866
"ABHD11",-0.0620711305162365,0.814778471287023,-0.0262769892740923,0.925072364234472,0.113751257571335,0.627464185311291
"ABHD13",-0.0888142764225752,0.728955916538459,-0.00232423875132244,0.992456885113234,-0.120042332676264,0.621956261782997
"ABHD14A",-0.01430486042474,0.960984345053964,-0.0477712781445395,0.865892246883593,-0.0252132077163661,0.927388526160001
"ABHD14B",-0.162363011153883,0.498064710816169,-0.317547286382577,0.184383347545888,-0.201313729757566,0.394065010981594
"ABHD15",0.513867675323335,0.0541867617895263,0.206917624308439,0.387867445569743,0.761655399638515,0.00528984031460203
"ABHD16A",0.393406716134019,0.00935992965830222,0.275834438522251,0.0825105402734696,0.468164055088732,0.00143765739641506
"ABHD16B",0.203904213251436,0.239975703262299,0.0596203472885135,0.706111587897619,0.204847600831345,0.24988796133145
"ABHD17A",0.460268567240357,0.0113090997086646,0.383796925574103,0.0388137315306921,0.462082534465599,0.0100838797738147
"ABHD17B",-0.0134013167666902,0.958346613930452,-0.139246555158415,0.523014601225401,-0.0775404133646936,0.729398588265938
"ABHD17C",-0.0420025302261461,0.879549054447609,0.0460843201660224,0.871909137566971,-0.159838394464903,0.478641092315554
"ABHD2",0.451860552931293,0.137972903398934,0.46519943764763,0.129107168572466,0.285303950261321,0.26959621216893
